# X , Y , E
1
0.0125,nan,0
0.0375,nan,0
0.0625,nan,0
0.0875,nan,0
0.1125,nan,0
0.1375,nan,0
0.1625,nan,0
0.1875,nan,0
0.2125,nan,0
0.2375,nan,0
0.2625,nan,0
0.2875,nan,0
0.3125,nan,0
0.3375,nan,0
0.3625,nan,0
0.3875,nan,0
0.4125,nan,0
0.4375,nan,0
0.4625,-0.00377508,0.127022
0.4875,0.0272876,0.0540602
0.5125,0.029514,0.0273905
0.5375,0.0169929,0.218562
0.5625,0.0205217,0.0983448
0.5875,0.023035,0.0625055
0.6125,0.028023,0.00979214
0.6375,0.0296109,0.00736893
0.6625,0.0274469,0.00626778
0.6875,0.0267012,0.00557344
0.7125,0.0285689,0.00494494
0.7375,0.0303761,0.00464863
0.7625,0.0335995,0.0044739
0.7875,0.0368235,0.00436549
0.8125,0.039118,0.00428059
0.8375,0.0383051,0.00412119
0.8625,0.0384136,0.00402653
0.8875,0.039434,0.00395343
0.9125,0.0411779,0.00392915
0.9375,0.0433182,0.00390313
0.9625,0.0437542,0.00384401
0.9875,0.0440807,0.0037939
1.0125,0.0437862,0.00369726
1.0375,0.0454689,0.00369346
1.0625,0.0434771,0.00363636
1.0875,0.0431211,0.00356435
1.1125,0.0464604,0.00356746
1.1375,0.0509069,0.00362047
1.1625,0.0497604,0.00359969
1.1875,0.0503049,0.00357511
1.2125,0.0535406,0.00356467
1.2375,0.0547689,0.00354906
1.2625,0.05283,0.0034891
1.2875,0.0530208,0.00349914
1.3125,0.0542815,0.00348557
1.3375,0.0568976,0.00351445
1.3625,0.0602489,0.00357463
1.3875,0.0609142,0.00361372
1.4125,0.0625609,0.00367756
1.4375,0.0619943,0.00367003
1.4625,0.061914,0.00364479
1.4875,0.0595705,0.00364291
1.5125,0.0625967,0.00364051
1.5375,0.0656298,0.00372907
1.5625,0.0660889,0.00369778
1.5875,0.0650372,0.00366706
1.6125,0.0662588,0.0036797
1.6375,0.0662221,0.00373807
1.6625,0.0653253,0.00365443
1.6875,0.0667137,0.0036627
1.7125,0.0677953,0.00364146
1.7375,0.0677563,0.00370321
1.7625,0.0709421,0.00384318
1.7875,0.0770581,0.00409585
1.8125,0.07893,0.0041667
1.8375,0.0785749,0.00419754
1.8625,0.079139,0.00418218
1.8875,0.07965,0.00420868
1.9125,0.0801391,0.00418272
1.9375,0.0806969,0.00429314
1.9625,0.0812704,0.00430122
1.9875,0.0799398,0.00420021
2.0125,0.0790206,0.00425081
2.0375,0.0804307,0.00434213
2.0625,0.0823136,0.004448
2.0875,0.0858554,0.00439615
2.1125,0.0859782,0.00446557
2.1375,0.0857494,0.00451227
2.1625,0.0850146,0.0045256
2.1875,0.0888335,0.00446404
2.2125,0.0903518,0.00462847
2.2375,0.091791,0.00462139
2.2625,0.0914149,0.00469454
2.2875,0.0905786,0.00453226
2.3125,0.0904017,0.00468028
2.3375,0.0921074,0.00474445
2.3625,0.0965532,0.00482885
2.3875,0.0985935,0.00479235
2.4125,0.100447,0.00490012
2.4375,0.101112,0.00489026
2.4625,0.09988,0.0049227
2.4875,0.102749,0.00494123
2.5125,0.105643,0.00505935
2.5375,0.104761,0.00504096
2.5625,0.104019,0.00503787
2.5875,0.108216,0.00506415
2.6125,0.111995,0.0052184
2.6375,0.112213,0.00514009
2.6625,0.112247,0.00517789
2.6875,0.113298,0.00516428
2.7125,0.117788,0.00537886
2.7375,0.123525,0.00539241
2.7625,0.12639,0.00545921
2.7875,0.125845,0.00540665
2.8125,0.127039,0.00547743
2.8375,0.130228,0.00554791
2.8625,0.133767,0.00571356
2.8875,0.133955,0.00578176
2.9125,0.134362,0.00591596
2.9375,0.132406,0.00597571
2.9625,0.130652,0.00608517
2.9875,0.133838,0.00610709
3.0125,0.139504,0.00627897
3.0375,0.140721,0.00628953
3.0625,0.138922,0.00640032
3.0875,0.140314,0.00648942
3.1125,0.141962,0.0065995
3.1375,0.144639,0.00665572
3.1625,0.147865,0.00680032
3.1875,0.14799,0.00681839
3.2125,0.14768,0.00688965
3.2375,0.144691,0.00688194
3.2625,0.144531,0.00692073
3.2875,0.147089,0.00698716
3.3125,0.152926,0.00716357
3.3375,0.152464,0.00713245
3.3625,0.153473,0.00712672
3.3875,0.158132,0.00714546
3.4125,0.161536,0.00735766
3.4375,0.159054,0.00766597
3.4625,0.159884,0.00809702
3.4875,0.165006,0.00830115
3.5125,0.167319,0.00818278
3.5375,0.168252,0.0079678
3.5625,0.169344,0.00792692
3.5875,0.176119,0.00802997
3.6125,0.17649,0.00798026
3.6375,0.173702,0.0077185
3.6625,0.172413,0.0076322
3.6875,0.174349,0.00767578
3.7125,0.177407,0.00768098
3.7375,0.17955,0.0076029
3.7625,0.181233,0.0076832
3.7875,0.187597,0.00782571
3.8125,0.193619,0.00787328
3.8375,0.191741,0.00778918
3.8625,0.190452,0.00774185
3.8875,0.191012,0.00774143
3.9125,0.19582,0.00787691
3.9375,0.194298,0.00792224
3.9625,0.194037,0.00790005
3.9875,0.193528,0.00784682
4.0125,0.191857,0.00783812
4.0375,0.18809,0.00788397
4.0625,0.192094,0.00795883
4.0875,0.197529,0.00807817
4.1125,0.204556,0.00818208
4.1375,0.205628,0.00822873
4.1625,0.202854,0.00826955
4.1875,0.206001,0.00839505
4.2125,0.210536,0.00837392
4.2375,0.21619,0.00842356
