X,Y,E
0.0175,nan,0
0.0525,nan,0
0.0875,nan,0
0.1225,nan,0
0.1575,nan,0
0.1925,nan,0
0.2275,nan,0
0.2625,nan,0
0.2975,nan,0
0.3325,nan,0
0.3675,nan,0
0.4025,nan,0
0.4375,nan,0
0.4725,nan,0
0.5075,nan,0
0.5425,nan,0
0.5775,nan,0
0.6125,nan,0
0.6475,nan,0
0.6825,nan,0
0.7175,nan,0
0.7525,nan,0
0.7875,nan,0
0.8225,nan,0
0.8575,nan,0
0.8925,nan,0
0.9275,nan,0
0.9625,nan,0
0.9975,nan,0
1.0325,nan,0
1.0675,nan,0
1.1025,nan,0
1.1375,nan,0
1.1725,nan,0
1.2075,nan,0
1.2425,nan,0
1.2775,nan,0
1.3125,nan,0
1.3475,nan,0
1.3825,nan,0
1.4175,nan,0
1.4525,nan,0
1.4875,nan,0
1.5225,nan,0
1.5575,nan,0
1.5925,nan,0
1.6275,nan,0
1.6625,nan,0
1.6975,nan,0
1.7325,nan,0
1.7675,nan,0
1.8025,nan,0
1.8375,nan,0
1.8725,nan,0
1.9075,nan,0
1.9425,nan,0
1.9775,nan,0
2.0125,nan,0
2.0475,nan,0
2.0825,nan,0
2.1175,nan,0
2.1525,nan,0
2.1875,nan,0
2.2225,nan,0
2.2575,nan,0
2.2925,nan,0
2.3275,nan,0
2.3625,nan,0
2.3975,nan,0
2.4325,nan,0
2.4675,nan,0
2.5025,0.153163,0.0860992
2.5375,0.15382,0.035202
2.5725,0.151415,0.0612252
2.6075,0.141384,0.0214592
2.6425,0.12363,0.0487075
2.6775,0.135314,0.0153407
2.7125,0.132968,0.0883822
2.7475,0.142183,0.0144335
2.7825,0.150013,1.92545
2.8175,0.134876,0.0139612
2.8525,0.129853,0.00784891
2.8875,0.127829,0.0133858
2.9225,0.130496,0.00678479
2.9575,0.133634,0.00578879
2.9925,0.139255,0.0055389
3.0275,0.14272,0.00551241
3.0625,0.14212,0.00552251
3.0975,0.138889,0.00548594
3.1325,0.139195,0.0055142
3.1675,0.141094,0.00559675
3.2025,0.142739,0.00568641
3.2375,0.143358,0.00576285
3.2725,0.143976,0.00587129
3.3075,0.146871,0.00603301
3.3425,0.150027,0.00620915
3.3775,0.1548,0.00641214
3.4125,0.152783,0.00646169
3.4475,0.149912,0.00650255
3.4825,0.156296,0.00675485
3.5175,0.154216,0.00681051
3.5525,0.148969,0.00680051
3.5875,0.152091,0.00693671
3.6225,0.1528,0.00701416
3.6575,0.153738,0.00710725
3.6925,0.156128,0.00719115
3.7275,0.157082,0.00724744
3.7625,0.161222,0.00738923
3.7975,0.163556,0.00744087
3.8325,0.158088,0.00730253
3.8675,0.157281,0.00731591
3.9025,0.164738,0.00751528
3.9375,0.168105,0.00758998
3.9725,0.166134,0.00755147
4.0075,0.170647,0.00764664
4.0425,0.178339,0.0078172
4.0775,0.179865,0.0078721
